Enzyme ID	Enzyme Name	Gene Count	
EC:1.-	Oxidoreductases.	3	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	2	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	3	
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase.	1	
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase.	1	
EC:1.1.1.14	L-iditol 2-dehydrogenase.	1	
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	2	
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase.	1	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	1	
EC:1.1.1.2	Alcohol dehydrogenase (NADP(+)).	1	
EC:1.1.1.205	IMP dehydrogenase.	1	
EC:1.1.1.22	UDP-glucose 6-dehydrogenase.	1	
EC:1.1.1.23	Histidinol dehydrogenase.	1	
EC:1.1.1.25	Shikimate dehydrogenase.	1	
EC:1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase.	1	
EC:1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.	1	
EC:1.1.1.3	Homoserine dehydrogenase.	1	
EC:1.1.1.320	Benzil reductase ((S)-benzoin forming).	1	
EC:1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase.	1	
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating).	1	
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	1	
EC:1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase.	1	
EC:1.1.1.37	Malate dehydrogenase.	1	
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)).	1	
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+)).	3	
