Enzyme ID	Enzyme Name	Gene Count	
EC:1.-	Oxidoreductases.	253	
EC:1.1.-	Oxidoreductases. Acting on the CH-OH group of donors.	11	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	284	
EC:1.1.1.1	Alcohol dehydrogenase.	772	
EC:1.1.1.10	L-xylulose reductase.	2	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	964	
EC:1.1.1.103	L-threonine 3-dehydrogenase.	65	
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+)).	1	
EC:1.1.1.11	D-arabinitol 4-dehydrogenase.	2	
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase.	23	
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase.	65	
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase.	6	
EC:1.1.1.132	GDP-mannose 6-dehydrogenase.	38	
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase.	76	
EC:1.1.1.14	L-iditol 2-dehydrogenase.	111	
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase.	4	
EC:1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD(+)).	1	
EC:1.1.1.146	11-beta-hydroxysteroid dehydrogenase.	5	
EC:1.1.1.154	Ureidoglycolate dehydrogenase.	3	
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	208	
EC:1.1.1.158	UDP-N-acetylmuramate dehydrogenase.	98	
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase.	18	
EC:1.1.1.169	2-dehydropantoate 2-reductase.	134	
EC:1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase.	13	
EC:1.1.1.170	3-beta-hydroxysteroid-4-alpha-carboxylate 3-dehydrogenase (decarboxylating).	4	
EC:1.1.1.178	3-hydroxy-2-methylbutyryl-CoA dehydrogenase.	8	
EC:1.1.1.179	D-xylose 1-dehydrogenase (NADP(+)).	2	
EC:1.1.1.18	Inositol 2-dehydrogenase.	109	
EC:1.1.1.184	Carbonyl reductase (NADPH).	27	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	108	
EC:1.1.1.195	Cinnamyl-alcohol dehydrogenase.	6	
EC:1.1.1.2	Alcohol dehydrogenase (NADP(+)).	53	
EC:1.1.1.202	1,3-propanediol dehydrogenase.	9	
EC:1.1.1.205	IMP dehydrogenase.	204	
EC:1.1.1.206	Tropinone reductase I.	5	
EC:1.1.1.21	Aldehyde reductase.	30	
EC:1.1.1.211	Long-chain-3-hydroxyacyl-CoA dehydrogenase.	4	
EC:1.1.1.215	Gluconate 2-dehydrogenase.	24	
