Enzyme ID	Enzyme Name	Gene Count	
EC:1.-	Oxidoreductases.	5	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	1	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	2	
EC:1.1.1.103	L-threonine 3-dehydrogenase.	1	
EC:1.1.1.169	2-dehydropantoate 2-reductase.	1	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	1	
EC:1.1.1.205	IMP dehydrogenase.	1	
EC:1.1.1.22	UDP-glucose 6-dehydrogenase.	1	
EC:1.1.1.23	Histidinol dehydrogenase.	1	
EC:1.1.1.25	Shikimate dehydrogenase.	1	
EC:1.1.1.26	Glyoxylate reductase.	1	
EC:1.1.1.261	sn-glycerol-1-phosphate dehydrogenase.	1	
EC:1.1.1.3	Homoserine dehydrogenase.	1	
EC:1.1.1.303	Diacetyl reductase ((R)-acetoin forming).	1	
EC:1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH).	1	
EC:1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase.	1	
EC:1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating).	1	
EC:1.1.1.4	(R,R)-butanediol dehydrogenase.	1	
EC:1.1.1.95	Phosphoglycerate dehydrogenase.	2	
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase.	2	
EC:1.10.3.-	Oxidoreductases. Acting on diphenols and related substances as donors. With oxygen as acceptor.	2	
EC:1.11.1.15	Peroxiredoxin.	2	
EC:1.12.7.2	Ferredoxin hydrogenase.	3	
EC:1.12.98.1	Coenzyme F420 hydrogenase.	3	
EC:1.15.1.2	Superoxide reductase.	1	
EC:1.17.4.1	Ribonucleoside-diphosphate reductase.	1	
EC:1.17.4.2	Ribonucleoside-triphosphate reductase.	1	
EC:1.18.1.2	Ferredoxin--NADP(+) reductase.	2	
EC:1.2.1.11	Aspartate-semialdehyde dehydrogenase.	1	
EC:1.2.1.2	Formate dehydrogenase.	3	
EC:1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating).	1	
EC:1.2.7.1	Pyruvate synthase.	4	
EC:1.2.7.11	2-oxoacid oxidoreductase (ferredoxin).	4	
EC:1.2.7.3	2-oxoglutarate synthase.	7	
EC:1.2.7.4	Carbon-monoxide dehydrogenase (ferredoxin).	1	
EC:1.2.7.5	Aldehyde ferredoxin oxidoreductase.	3	
EC:1.2.7.6	Glyceraldehyde-3-phosphate dehydrogenase (ferredoxin).	1	
