Enzyme ID	Enzyme Name	Gene Count	
EC:1.-	Oxidoreductases.	4	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	1	
EC:1.1.1.1	Alcohol dehydrogenase.	1	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	1	
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase.	1	
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	1	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	1	
EC:1.1.1.205	IMP dehydrogenase.	1	
EC:1.1.1.22	UDP-glucose 6-dehydrogenase.	1	
EC:1.1.1.23	Histidinol dehydrogenase.	1	
EC:1.1.1.25	Shikimate dehydrogenase.	1	
EC:1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase.	1	
EC:1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.	1	
EC:1.1.1.271	GDP-L-fucose synthase.	1	
EC:1.1.1.29	Glycerate dehydrogenase.	1	
EC:1.1.1.3	Homoserine dehydrogenase.	1	
EC:1.1.1.30	3-hydroxybutyrate dehydrogenase.	1	
EC:1.1.1.339	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)).	1	
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	2	
EC:1.1.1.36	Acetoacetyl-CoA reductase.	2	
EC:1.1.1.37	Malate dehydrogenase.	1	
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)).	2	
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+)).	2	
EC:1.1.1.60	2-hydroxy-3-oxopropionate reductase.	1	
EC:1.1.1.81	Hydroxypyruvate reductase.	1	
EC:1.1.1.85	3-isopropylmalate dehydrogenase.	1	
EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)).	1	
EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+)).	1	
EC:1.1.2.4	D-lactate dehydrogenase (cytochrome).	1	
EC:1.1.3.15	(S)-2-hydroxy-acid oxidase.	1	
EC:1.1.3.46	4-hydroxymandelate oxidase.	1	
EC:1.10.2.2	Quinol--cytochrome-c reductase.	1	
EC:1.10.3.-	Oxidoreductases. Acting on diphenols and related substances as donors. With oxygen as acceptor.	2	
EC:1.11.1.10	Chloride peroxidase.	1	
EC:1.11.1.15	Peroxiredoxin.	5	
EC:1.11.1.21	Catalase peroxidase.	1	
EC:1.11.1.5	Cytochrome-c peroxidase.	4	
EC:1.11.1.9	Glutathione peroxidase.	2	
EC:1.12.1.2	Hydrogen dehydrogenase.	4	
EC:1.12.99.6	Hydrogenase (acceptor).	3	
EC:1.13.11.-	Oxidoreductases. Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O(2). With incorporation of two atoms of oxygen.	1	
EC:1.13.11.49	Chlorite O(2)-lyase.	1	
EC:1.13.11.53	Acireductone dioxygenase (Ni(2+)-requiring).	1	
EC:1.13.11.54	Acireductone dioxygenase (Fe(2+)-requiring).	1	
EC:1.13.11.79	5,6-dimethylbenzimidazole synthase.	1	
EC:1.13.12.16	Nitronate monooxygenase.	2	
