Enzyme ID	Enzyme Name	Gene Count	
EC:1.-	Oxidoreductases.	31	
EC:1.1.-	Oxidoreductases. Acting on the CH-OH group of donors.	4	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	80	
EC:1.1.1.1	Alcohol dehydrogenase.	91	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	119	
EC:1.1.1.103	L-threonine 3-dehydrogenase.	2	
EC:1.1.1.108	Carnitine 3-dehydrogenase.	25	
EC:1.1.1.11	D-arabinitol 4-dehydrogenase.	2	
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase.	11	
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase.	7	
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase.	7	
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase.	3	
EC:1.1.1.14	L-iditol 2-dehydrogenase.	19	
EC:1.1.1.153	Sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming).	1	
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	31	
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase.	2	
EC:1.1.1.163	Cyclopentanol dehydrogenase.	1	
EC:1.1.1.169	2-dehydropantoate 2-reductase.	24	
EC:1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase.	2	
EC:1.1.1.18	Inositol 2-dehydrogenase.	34	
EC:1.1.1.184	Carbonyl reductase (NADPH).	4	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	46	
EC:1.1.1.203	Uronate dehydrogenase.	4	
EC:1.1.1.205	IMP dehydrogenase.	59	
EC:1.1.1.219	Dihydrokaempferol 4-reductase.	4	
EC:1.1.1.22	UDP-glucose 6-dehydrogenase.	53	
EC:1.1.1.23	Histidinol dehydrogenase.	63	
EC:1.1.1.25	Shikimate dehydrogenase.	53	
EC:1.1.1.26	Glyoxylate reductase.	25	
EC:1.1.1.261	sn-glycerol-1-phosphate dehydrogenase.	13	
EC:1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase.	36	
EC:1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.	37	
EC:1.1.1.271	GDP-L-fucose synthase.	27	
EC:1.1.1.272	D-2-hydroxyacid dehydrogenase (NADP(+)).	1	
EC:1.1.1.276	Serine 3-dehydrogenase (NADP(+)).	2	
EC:1.1.1.28	D-lactate dehydrogenase.	7	
EC:1.1.1.288	Xanthoxin dehydrogenase.	1	
EC:1.1.1.29	Glycerate dehydrogenase.	16	
EC:1.1.1.290	4-phosphoerythronate dehydrogenase.	2	
EC:1.1.1.3	Homoserine dehydrogenase.	33	
EC:1.1.1.30	3-hydroxybutyrate dehydrogenase.	3	
EC:1.1.1.300	NADP-retinol dehydrogenase.	1	
EC:1.1.1.302	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase.	1	
EC:1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase.	10	
EC:1.1.1.308	Sulfopropanediol 3-dehydrogenase.	37	
EC:1.1.1.31	3-hydroxyisobutyrate dehydrogenase.	62	
EC:1.1.1.310	(S)-sulfolactate dehydrogenase.	4	
EC:1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase.	1	
EC:1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase.	2	
EC:1.1.1.338	(2R)-3-sulfolactate dehydrogenase (NADP(+)).	2	
EC:1.1.1.339	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)).	1	
EC:1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH).	1	
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating).	5	
EC:1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming).	12	
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	52	
EC:1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+)).	1	
EC:1.1.1.36	Acetoacetyl-CoA reductase.	18	
EC:1.1.1.37	Malate dehydrogenase.	60	
EC:1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase.	2	
EC:1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating).	16	
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)).	28	
EC:1.1.1.41	Isocitrate dehydrogenase (NAD(+)).	21	
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+)).	44	
EC:1.1.1.47	Glucose 1-dehydrogenase (NAD(P)(+)).	4	
EC:1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+)).	45	
EC:1.1.1.51	3(or 17)-beta-hydroxysteroid dehydrogenase.	1	
EC:1.1.1.53	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase.	4	
EC:1.1.1.57	Fructuronate reductase.	2	
EC:1.1.1.6	Glycerol dehydrogenase.	1	
EC:1.1.1.60	2-hydroxy-3-oxopropionate reductase.	33	
EC:1.1.1.61	4-hydroxybutyrate dehydrogenase.	3	
EC:1.1.1.65	Pyridoxine 4-dehydrogenase.	1	
EC:1.1.1.69	Gluconate 5-dehydrogenase.	11	
EC:1.1.1.79	Glyoxylate reductase (NADP(+)).	1	
EC:1.1.1.81	Hydroxypyruvate reductase.	28	
EC:1.1.1.83	D-malate dehydrogenase (decarboxylating).	2	
EC:1.1.1.85	3-isopropylmalate dehydrogenase.	55	
EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)).	39	
EC:1.1.1.88	Hydroxymethylglutaryl-CoA reductase.	12	
EC:1.1.1.90	Aryl-alcohol dehydrogenase.	1	
EC:1.1.1.91	Aryl-alcohol dehydrogenase (NADP(+)).	10	
EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+)).	34	
EC:1.1.1.95	Phosphoglycerate dehydrogenase.	60	
EC:1.1.2.3	L-lactate dehydrogenase (cytochrome).	13	
EC:1.1.2.4	D-lactate dehydrogenase (cytochrome).	14	
EC:1.1.2.6	Polyvinyl alcohol dehydrogenase (cytochrome).	4	
EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c).	12	
EC:1.1.3.-	Oxidoreductases. Acting on the CH-OH group of donors. With oxygen as acceptor.	4	
EC:1.1.3.15	(S)-2-hydroxy-acid oxidase.	37	
EC:1.1.3.46	4-hydroxymandelate oxidase.	7	
EC:1.1.3.8	L-gulonolactone oxidase.	1	
EC:1.1.5.2	Quinoprotein glucose dehydrogenase (PQQ, quinone).	10	
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase.	28	
EC:1.1.5.4	Malate dehydrogenase (quinone).	2	
EC:1.1.5.8	Quinate dehydrogenase (quinone).	1	
EC:1.1.9.1	Alcohol dehydrogenase (azurin).	8	
EC:1.1.99.1	Choline dehydrogenase.	66	
EC:1.1.99.21	D-sorbitol dehydrogenase (acceptor).	8	
EC:1.1.99.31	(S)-mandelate dehydrogenase.	1	
EC:1.10.2.2	Quinol--cytochrome-c reductase.	18	
EC:1.10.3.-	Oxidoreductases. Acting on diphenols and related substances as donors. With oxygen as acceptor.	22	
EC:1.10.3.12	Menaquinol oxidase (H(+)-transporting).	1	
EC:1.10.9.1	Plastoquinol--plastocyanin reductase.	1	
EC:1.11.1.-	Oxidoreductases. Acting on a peroxide as acceptor. Peroxidases.	3	
EC:1.11.1.10	Chloride peroxidase.	1	
EC:1.11.1.15	Peroxiredoxin.	38	
EC:1.11.1.21	Catalase peroxidase.	24	
EC:1.11.1.5	Cytochrome-c peroxidase.	9	
EC:1.11.1.6	Catalase.	27	
EC:1.11.1.9	Glutathione peroxidase.	15	
EC:1.12.1.2	Hydrogen dehydrogenase.	2	
EC:1.12.1.3	Hydrogen dehydrogenase (NADP(+)).	9	
EC:1.12.99.6	Hydrogenase (acceptor).	4	
EC:1.13.11.1	Catechol 1,2-dioxygenase.	4	
EC:1.13.11.11	Tryptophan 2,3-dioxygenase.	3	
EC:1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase.	1	
EC:1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase.	3	
EC:1.13.11.2	Catechol 2,3-dioxygenase.	9	
EC:1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	5	
EC:1.13.11.3	Protocatechuate 3,4-dioxygenase.	17	
EC:1.13.11.4	Gentisate 1,2-dioxygenase.	4	
EC:1.13.11.49	Chlorite O(2)-lyase.	4	
EC:1.13.11.5	Homogentisate 1,2-dioxygenase.	23	
EC:1.13.11.52	Indoleamine 2,3-dioxygenase.	1	
EC:1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase.	3	
EC:1.13.11.74	2-aminophenol 1,6-dioxygenase.	1	
EC:1.13.11.75	All-trans-8'-apo-beta-carotenal 15,15'-oxygenase.	3	
EC:1.13.11.79	5,6-dimethylbenzimidazole synthase.	2	
EC:1.13.11.9	2,5-dihydroxypyridine 5,6-dioxygenase.	2	
EC:1.13.12.16	Nitronate monooxygenase.	7	
EC:1.14.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2).	11	
EC:1.14.11.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2). With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	16	
EC:1.14.11.1	Gamma-butyrobetaine dioxygenase.	14	
EC:1.14.11.17	Taurine dioxygenase.	28	
EC:1.14.11.18	Phytanoyl-CoA dioxygenase.	4	
EC:1.14.11.27	[Histone H3]-lysine-36 demethylase.	2	
EC:1.14.11.33	DNA oxidative demethylase.	8	
EC:1.14.11.8	Trimethyllysine dioxygenase.	9	
EC:1.14.12.1	Anthranilate 1,2-dioxygenase (deaminating, decarboxylating).	2	
EC:1.14.12.15	Terephthalate 1,2-dioxygenase.	1	
EC:1.14.12.17	Nitric oxide dioxygenase.	1	
EC:1.14.12.21	Benzoyl-CoA 2,3-epoxidase.	6	
EC:1.14.13.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2). With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	47	
EC:1.14.13.1	Salicylate 1-monooxygenase.	14	
EC:1.14.13.107	Limonene 1,2-monooxygenase.	5	
EC:1.14.13.127	3-(3-hydroxy-phenyl)propanoic acid hydroxylase.	13	
EC:1.14.13.129	Beta-carotene 3-hydroxylase.	2	
EC:1.14.13.141	Cholest-4-en-3-one 26-monooxygenase.	2	
EC:1.14.13.142	3-ketosteroid 9-alpha-monooxygenase.	3	
EC:1.14.13.148	Trimethylamine monooxygenase.	8	
EC:1.14.13.149	Phenylacetyl-CoA 1,2-epoxidase.	18	
EC:1.14.13.163	6-hydroxy-3-succinoylpyridine 3-monooxygenase.	2	
EC:1.14.13.2	4-hydroxybenzoate 3-monooxygenase.	14	
EC:1.14.13.20	2,4-dichlorophenol 6-monooxygenase.	2	
EC:1.14.13.22	Cyclohexanone monooxygenase.	11	
EC:1.14.13.39	Nitric-oxide synthase (NADPH).	1	
EC:1.14.13.40	Anthraniloyl-CoA monooxygenase.	9	
EC:1.14.13.81	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase.	2	
EC:1.14.13.82	Vanillate monooxygenase.	6	
EC:1.14.13.84	4-hydroxyacetophenone monooxygenase.	1	
EC:1.14.13.9	Kynurenine 3-monooxygenase.	1	
