Enzyme ID	Enzyme Name	Gene Count	
EC:1.1.1.102	3-dehydrosphinganine reductase.	1	
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+)).	1	
EC:1.1.1.330	Very-long-chain 3-oxoacyl-CoA reductase.	1	
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating).	1	
EC:1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating).	1	
EC:1.1.1.62	17-beta-estradiol 17-dehydrogenase.	1	
EC:1.1.1.8	Glycerol-3-phosphate dehydrogenase (NAD(+)).	1	
EC:1.1.2.3	L-lactate dehydrogenase (cytochrome).	1	
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase.	1	
EC:1.10.3.11	Ubiquinol oxidase (non-electrogenic).	1	
EC:1.11.1.12	Phospholipid-hydroperoxide glutathione peroxidase.	1	
EC:1.11.1.9	Glutathione peroxidase.	1	
EC:1.14.11.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2). With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	2	
EC:1.14.99.29	Deoxyhypusine monooxygenase.	1	
EC:1.15.1.1	Superoxide dismutase.	1	
EC:1.16.3.1	Ferroxidase.	1	
EC:1.17.4.1	Ribonucleoside-diphosphate reductase.	2	
EC:1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating).	1	
EC:1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring).	2	
EC:1.8.1.7	Glutathione-disulfide reductase.	1	
EC:1.8.1.9	Thioredoxin-disulfide reductase.	1	
EC:1.8.3.2	Thiol oxidase.	1	
EC:2.1.1.-	Transferases. Transferring one-carbon groups. Methyltransferases.	5	
EC:2.1.1.183	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase.	1	
EC:2.1.1.202	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase.	1	
EC:2.1.1.203	tRNA (cytosine(34)-C(5))-methyltransferase.	1	
EC:2.1.1.205	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase.	1	
EC:2.1.1.215	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase.	1	
EC:2.1.1.216	tRNA (guanine(26)-N(2))-dimethyltransferase.	1	
EC:2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase.	1	
EC:2.1.1.229	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase.	1	
EC:2.1.1.287	25S rRNA (adenine(645)-N(1))-methyltransferase.	1	
EC:2.1.1.297	Peptide chain release factor N(5)-glutamine methyltransferase.	2	
EC:2.1.1.309	18S rRNA (guanine(1575)-N(7))-methyltransferase.	1	
EC:2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase.	1	
EC:2.1.1.43	Histone-lysine N-methyltransferase.	1	
EC:2.1.1.45	Thymidylate synthase.	1	
EC:2.1.1.56	mRNA (guanine-N(7)-)-methyltransferase.	1	
EC:2.1.1.98	Diphthine synthase.	1	
EC:2.1.2.1	Glycine hydroxymethyltransferase.	1	
EC:2.2.1.1	Transketolase.	1	
