Enzyme ID	Enzyme Name	Gene Count	
EC:1.1.1.-	Oxidoreductases. Acting on the CH-OH group of donors. With NAD(+) or NADP(+) as acceptor.	4	
EC:1.1.1.1	Alcohol dehydrogenase.	1	
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.	3	
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase.	1	
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase.	1	
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase.	1	
EC:1.1.1.18	Inositol 2-dehydrogenase.	1	
EC:1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase.	1	
EC:1.1.1.205	IMP dehydrogenase.	3	
EC:1.1.1.22	UDP-glucose 6-dehydrogenase.	1	
EC:1.1.1.23	Histidinol dehydrogenase.	1	
EC:1.1.1.25	Shikimate dehydrogenase.	1	
EC:1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.	1	
EC:1.1.1.27	L-lactate dehydrogenase.	1	
EC:1.1.1.3	Homoserine dehydrogenase.	1	
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating).	2	
EC:1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming).	2	
EC:1.1.1.363	Glucose-6-phosphate dehydrogenase (NAD(P)(+)).	1	
EC:1.1.1.369	D-chiro-inositol 1-dehydrogenase.	1	
EC:1.1.1.37	Malate dehydrogenase.	1	
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+)).	1	
EC:1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating).	2	
EC:1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+)).	1	
EC:1.1.1.57	Fructuronate reductase.	1	
EC:1.1.1.58	Tagaturonate reductase.	1	
EC:1.1.1.85	3-isopropylmalate dehydrogenase.	1	
EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)).	1	
EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+)).	1	
EC:1.1.1.95	Phosphoglycerate dehydrogenase.	1	
EC:1.1.2.3	L-lactate dehydrogenase (cytochrome).	1	
EC:1.1.3.6	Cholesterol oxidase.	1	
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase.	1	
EC:1.1.5.4	Malate dehydrogenase (quinone).	1	
EC:1.10.3.-	Oxidoreductases. Acting on diphenols and related substances as donors. With oxygen as acceptor.	2	
EC:1.11.1.10	Chloride peroxidase.	1	
EC:1.11.1.15	Peroxiredoxin.	1	
EC:1.11.1.21	Catalase peroxidase.	1	
EC:1.11.1.9	Glutathione peroxidase.	1	
EC:1.13.11.2	Catechol 2,3-dioxygenase.	1	
EC:1.13.11.49	Chlorite O(2)-lyase.	1	
EC:1.13.12.4	Lactate 2-monooxygenase.	1	
EC:1.14.13.40	Anthraniloyl-CoA monooxygenase.	1	
EC:1.14.13.59	L-lysine N(6)-monooxygenase (NADPH).	1	
EC:1.14.14.18	Heme oxygenase (biliverdin-producing).	1	
EC:1.14.14.5	Alkanesulfonate monooxygenase.	1	
EC:1.15.1.1	Superoxide dismutase.	1	
EC:1.17.1.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase.	1	
EC:1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase.	1	
EC:1.17.4.1	Ribonucleoside-diphosphate reductase.	2	
EC:1.17.4.2	Ribonucleoside-triphosphate reductase.	2	
EC:1.17.7.1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin).	1	
EC:1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin).	1	
EC:1.18.1.2	Ferredoxin--NADP(+) reductase.	1	
EC:1.2.1.-	Oxidoreductases. Acting on the aldehyde or oxo group of donors. With NAD(+) or NADP(+) as acceptor.	1	
EC:1.2.1.10	Acetaldehyde dehydrogenase (acetylating).	1	
EC:1.2.1.11	Aspartate-semialdehyde dehydrogenase.	1	
EC:1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating).	2	
EC:1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+)).	2	
EC:1.2.1.20	Glutarate-semialdehyde dehydrogenase.	2	
